# id	file_path	transparent_color_r	g	b
[TEXTURES]
#0	textures\mario.png	255	255	255
20	textures\misc.png	176	224	248
11	textures\misc1.png	255	255	255
#50	textures\enemies.png	3	26	110
30	textures\enemies-2.png	0	128	128
0	textures\MarioLuigi.png	255	255	255
10	textures\enemies.png	3	26	110

# id	left	top	width	height	texture_id
[SPRITES]
# SMALL MARIO
# IDLE
10002	254	9	12	15	0
# WALK
10003	254	9	12	15	0
10004	269	8	15	16	0
# SKID
10005	287	8	14	16	0
# RUN
10006	323	8	16	16	0
10007	341	8	16	16	0
# JUMP
10008	304	8	16	16	0
# HIGH JUMP
10009	360	8	16	16	0
# DIE
10010	416	8	16	16	0
# SLIDE
10011	379	8	15	16	0
# HOLD
10012	435	8	14	16	0
10013	452	8	15	16	0
# KICK
10014	470	8	16	16	0
# DIVE
10015	489	8	16	16	0
10016	508	9	16	15	0
# SWIM
10017	527	9	14	15	0
10018	544	8	14	16	0
# CLIMB
10019	561	9	14	15	0
10020	578	9	14	15	0


# BIG MARIO 
# IDLE
10023	197	48	14	27	0
# WALK
10024	214	48	16	27	0
10025	233	49	16	26	0
# SKID
10026	252	47	16	28	0
# RUN
10027	290	48	19	27	0
10028	312	48	19	27	0
10029	335	49	19	26	0
# JUMP
10030	271	49	16	26	0
# HIGH JUMP
10031	357	49	19	26	0
# CROUCH
10032	379	47	14	28	0
# SLIDE
10033	396	49	16	26	0
# HOLD
10034	434	48	14	27	0
10035	451	48	15	27	0
10036	469	49	16	26	0
# KICK
10037	488	48	21	27	0
# DIVE
10038	512	48	19	27	0
10039	534	49	19	26	0
# SWIM
10040	556	48	19	27	0
10041	578	48	18	27	0
10042	599	49	19	26	0
# CLIMB
10043	621	50	16	25	0
10044	640	50	16	25	0
# ROLL
10045	320	317	22	20	0
10046	345	317	19	20	0
10047	367	315	20	22	0
10048	390	318	20	19	0
10049	413	317	22	20	0
10050	438	317	19	20	0
10051	460	315	20	22	0
10052	483	318	20	19	0

# RACCOON MARIO
# IDLE FRONT
10053	174	142	16	28	0
# IDLE
10054	80	142	21	28	0
# WALK
10055	80	142	21	28	0
10056	104	142	22	28	0
10057	129	143	23	27	0
# SKID
10058	155	140	16	30	0
# RUN
10059	283	143	23	27	0
10060	309	143	23	27	0
10061	335	142	22	28	0
# JUMP
10062	257	143	23	27	0
10162	55	110	23	27	0
# SPEED UP
10063	360	142	24	28	0
10064	387	142	24	28	0
10065	414	143	24	27	0
# FLY
10066	441	143	24	27	0
10067	468	143	24	27	0
10068	495	142	24	28	0
# SPIN
10169	80	109	23	28	0
10069	174	142	16	28	0
10070	193	142	23	28	0
10071	219	142	16	28	0
# CROUCH
10072	522	142	22	28	0
# SLIDE
10073	547	143	16	27	0
# HOLD
10074	566	142	21	28	0
10075	590	142	22	28	0
10076	615	143	23	27	0
# KICK
10077	641	142	22	28	0
# DIVE
10078	666	142	24	28	0
10079	693	143	24	27	0
# SWIM
10080	720	142	24	28	0
10081	747	142	23	28	0
10082	773	143	24	27	0
# CLIMB
10083	800	142	16	28	0
10084	819	142	16	28	0
# ROLL
10085	319	342	22	20	0
10086	344	342	21	20	0
10087	368	340	20	22	0
10088	391	341	20	21	0
10089	414	342	22	20	0
10090	439	342	21	20	0
10091	462	340	20	22	0
10092	485	341	20	21	0

# FIRE MARIO
# chua co ten
10093	124	115	16	21	0
10094	143	115	16	21	0
# IDLE FRONT
10095	458	109	16	27	0
# IDLE
10096	206	109	14	27	0
# WALK
10097	206	109	14	27	0
10098	223	109	16	27	0
10099	242	110	16	26	0
# SKID
10100	261	108	16	28	0
# THROW
10101	280	109	14	27	0
10102	297	109	14	27	0
# RUN
10103	333	109	19	27	0
10104	355	109	19	27	0
10105	378	110	19	26	0
# JUMP
10106	314	110	16	26	0
# HIGH JUMP
10107	400	110	19	26	0
# CROUCH
10108	422	108	14	28	0
# SLIDE
10109	439	110	16	26	0
# HOLD
10110	477	109	14	27	0
10111	494	109	15	27	0
10112	512	110	16	26	0
# KICK
10113	531	109	21	27	0
# DIVE
10114	555	109	19	27	0
10115	577	110	19	26	0
# SWIM
10116	599	109	19	27	0
10117	621	109	18	27	0
10118	642	110	19	26	0
# CLIMB
10119	664	111	16	25	0
10120	683	111	16	25	0



#BRICK
20001	356	246	16	16	11
20002	335	246	16	16	11
20003	409	167	16	16	11
20004	409	144	16	16	11
20005	335	265	16	13	11
20006	409	121	16	16	11
20007	409	100	16	16	11
20008	254	188	16	16	11

#GOOMBA
30001	5	14	16	16	10
30002	25	14	16	16	10
#die
30003	45	21	16	9	10

#brick with question mark animation
40001	300	117	316	133	20
40002	318	117	334	133	20
40003	336	117	352	133	20
40004	355	117	370	133	20

#KOOPAS
#walk left
50001	205	191	221	217	30
50002	222	191	238	217	30
#walk right
50011	187	191	202	217	30
50012	170	191	185	217	30
#die
50031	152	202	168	217	20

#FIRE
60000	162	124	8	8	0
60001	173	123	8	9	0
60002	184	124	8	8	0
60003	195	123	8	9	0


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#idle big
400	10023	100
#walk big
401	10024	100	10025	100	10023	100
#walk run big
411	10024	50	10025	50	10023	50
#run big
402	10027	100	10028	100	10029	100
#skid big
403	10026	100
#jump big
404	10030	100
#crouch big
405	10032	100
#idle small
500	10002	100
#walk small
501	10003	100	10004	100
#walk run small
511	10003	50	10004	50
#run small	
502	10006	100	10007	100
#skid small
503	10005	100
#jump small	
504	10008	100
#die small
505	10010	100
#idle raccoon
300	10054	100
#walk raccoon
301	10055	100	10056	100	10057	100
#walk run raccoon
311	10055	50	10056	50	10057	50
#run raccoon
302	10059	100	10055	100	10056	100	10061	100
#skid raccoon
303	10058	100
#jump up raccoon
304	10062	100
#jump down raccoon
314	10162	100
#crouch raccoon
305	10072	100
#spin raccoon
306	10169	100	10069	100	10070	100	10071	100
#spin single 
307	10169	50	10069	50	10070	50	10071	50
#speedup raccoon
308	10063	100	10064	100	10065	100
#idle fire
200	10096	100
#walk fire
201	10097	100	10098	100	10099	100
#walk run fire
211	10097	50	10098	50	10099	50
#run fire
202	10103	100	10104	100	10105	100
#skid fire
203	10100	100
#jump fire
204	10106	100
#crouch fire
205	10108	100
#fly raccoon
309	10066	100	10067	100	10068	100

# ==== FIRE =========
900	60000	100	60001	100	60002	100	60003	100


# ==== BRICK =========
601	20001	100
602	20002	100
603	20003	100
604	20004	100
605	20005	100
606	20006	100
607	20007	100
608	20008	100

# ==== QUESTION MARK BRICK =========
#602	40001	1000	40001	100	40002	100	40003	100	40004	100


# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100

# ==== KOOPAS  =========
#walk left
801	50001	100	50002	100
#walk right
802	50011	100	50012	100
#die
803	50031	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	500	501	502	503	403	404	504	405	300	301	302	303	304	305	306	411	511	307	308	200	201	211	202	203	204	205	309	505	314
# BRICKLAND 
21	601
# BRICKBACKGROUND
22	602
# BRICKPINK 
23	603
# BRICKBLUE 
24	604
# BRICKCOLUMN 
25	605
# BRICKGREEN 
26	606
# BRICKWHITE
27	607
# BRICKSTRIPE
28	608
# QUESTION MARK BRICK 
#22	602
# GOOMBA
3	701	702
#KOOPAS
4	801	802	803
#FIRE
5	900



[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# MARIO
0	20	0	1
# FIRE
4	10	0	5

# KOOPAS
#3	20	24	4
# GOOMBA
#2	200	135	3
#2	260	135	3
#2	320	135	3
#2	480	135	3
#2	500	135	3

# BRICK 
# --- platform (hint: I created the list using Excel!) ----
1	0	486	21	42	1
1	624.5	470	21	31.5	1
1	1152.5	486	21	23.5	1
1	1535	486	21	3	1
1	1665	486	21	38	1
1	2257	486	21	38	1
1	0	470	22	1	1
1	240	438	23	3	1
1	465	406	23	4	1
1	1296.5	422	23	7.5	1
1	2145	438	23	3	1
1	272	406	24	3	1
1	1328	390	24	7.5	1
1	353	440	25	2	3
1	1793	456	25	2	2
1	1857	440	25	2	3
1	2321	456	25	2	2
1	400	438	26	5	1
1	512	454	26	6	1
1	1264.5	454	26	7	1
1	2177	342	26	3	1
1	512	374	27	4	1
1	1505	406	28	2	1
1	1569	470	28	1	1
1	1585	454	28	1	1
1	1601	438	28	1	3
1	1665	438	28	1	3
1	1681	454	28	1	1
1	1697	470	28	1	1
#1	32	150	2	1	1
#1	48	150	2	1	1
#1	64	150	2	1	1
#1	80	150	2	1	1
#1	96	150	2	1	1
#1	112	150	2	1	1
#1	128	150	2	1	1
#1	144	150	2	1	1
#1	160	150	2	1	1
#1	176	150	2	1	1
#1	192	150	2	1	1

#1	448	135	2	1	1
#
#1	150	134	22	1	1


# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	300	98	0	380	150	1

[TILEMAP]
#tile id	file_texture	file_path	num row on tex	num col on tex	num row on tilemap	num col tilemap	tile size
1000	textures\Map1.png	textures\loadmap1.txt	27	176	27	176	16	16
